plugin_id,scanner,title,description,plugin_type,is_eol
QUALYS105742,QUALYS,EOL/Obsolete Software: IBM Sterling Connect:Direct for UNIX 4.1.x Detected,"the host is running an end-of-life version of ibm sterling connect:direct for unix. support for this version ended on september 30, 2017.qid detection logic:this authenticated qid detects the version ibm sterling connect:direct by running the etc/cdver command.",,TRUE
QUALYS105743,QUALYS,EOL/Obsolete Software: IBM Sterling Connect:Direct for Microsoft Windows 4.6.x Detected,"the host is running an end-of-life version of ibm sterling connect:direct for microsoft windows. support for this version ended on september 30, 2017.qid detection logic:this authenticated qid checks if a vulnerable version ibm sterling connect:direct (version 4.6.x)",,TRUE
QUALYS105744,QUALYS,EOL/Obsolete Software: JBoss Enterprise Application Platform (EAP) 5.x Detected,"the host is running jboss enterprise application platform 5.x. red hat ended support for jboss enterprise application platform (eap) 5.x and provides no further support.end of life date : nov 2016qid detection logic (unauthenticated):this qid looks for the vulnerable version of jboss enterprise application platform from http response header as well as version information from url : ""web-console/serverinfo.jsp"".",,TRUE
QUALYS105745,QUALYS,EOL/Obsolete Software: IBM Tivoli Storage Manager 6.x Detected,"ibm tivoli storage manager is an application for automated backup and recovery of data.ibm tivoli storage manager 6.x prior to 6.4.x has reached product end of life in its support cycle.no further bug fixes, enhancements, security updates or technical support is available for this version.affected versions:ibm tivoli storage manager 6.x to 6.4.xqid detection logic(authenticated)it checks for vulnerable version of ibm tivoli storage manager",,TRUE
QUALYS105746,QUALYS,EOL/Obsolete Operating System: IBM AIX 7.1 Technology Level 0 (TL0) Detected,"the host is running ibm aix 7.x. ibm ended support for aix 7.1 technology level 0 on 30 november, 2013 and provides no further support for that specific version.qid detection logic (authenticated):the qid checks for the version of ibm aix with the help of the ""uname"" command.",,TRUE
QUALYS105747,QUALYS,EOL/Obsolete Operating System: IBM AIX 7.1 Technology Level 1 (TL1) Detected,"the host is running ibm aix 7.x. ibm ended support for aix 7.1 technology level1 on 31 october, 2014 and provides no further support for that specific version.qid detection logic (authenticated):the qid checks for the version of ibm aix with the help of the ""uname"" command.",,TRUE
QUALYS105748,QUALYS,EOL/Obsolete Operating System: IBM AIX 7.1 Technology Level 2 (TL2) Detected,"the host is running ibm aix 7.x. ibm ended support for aix 7.1 technology level 0 on 30 november, 2015 and provides no further support for that specific version.qid detection logic (authenticated):the qid checks for the version of ibm aix with the help of the ""uname"" command.",,TRUE
QUALYS105749,QUALYS,EOL/Obsolete Operating System: IBM AIX 7.1 Technology Level 3 (TL3) Detected,"the host is running ibm aix 7.x. ibm ended support for aix 7.1 technology level 3 on 30 november, 2017 and provides no further support for that specific version.qid detection logic (authenticated):the qid checks for the version of ibm aix with the help of the ""uname"" command.",,TRUE
QUALYS105750,QUALYS,EOL/Obsolete Software: Oracle Java Standard Edition (SE) Java Runtime Environment (JRE) Java Development Kit (JDK) 9 Detected,"java platform, standard edition (java se) lets you develop and deploy java applications on desktops, servers, and embedded environments, while offering user interface, performance, versatility, portability, and security that applications require. java runtime environment (jre) allows you to run java applications and applets. to develop java applications and applets, you need the java development kit (jdk), which includes the jre.starting march 2018, oracle will no longer post updates of java se 9 to its public download sites as it has reached end of life support.qid detection logic (authenticated):the signature reviews the java version that is installed on the host. (e.g. for unix systems, the detection runs the java version command. for windows systems, the detection reviews the windows registry key and file version.)",,TRUE
QUALYS105751,QUALYS,EOL/Obsolete Software: Unsupported Redis Server Prior to 5.0 Detected,"redis is an open-source in-memory database project.redis only supports one stable release and ""one previous stable release"".  the latest stable release is 6.2.qid detection logic (remote):this qid tries to authenticate with the default credential of redis server then sends a ""info"" to get the version.",,TRUE
QUALYS105752,QUALYS,EOL/Obsolete Software: Unsupported Redis Sentinel Server Prior to 5.0 Detected,"redis is an open-source in-memory database project.redis only supports one stable release and ""one previous stable release"".  the latest stable release is 6.2.qid detection logic (remote):this qid sends a ""info""command to get the version.",,TRUE
QUALYS105753,QUALYS,EOL/Obsolete Operating System: Microsoft Windows 10 Version 1607 Detected,"support for windows 10 home / pro/education/enterprise/enterprise iot  version 1607 (build 14393) ended on april 10, 2018.microsoft will no longer release security patches and quality updates.refer towindows 10 version 1607 will no longer receive security updatesfor more information.qid detection logic (authenticated):this qid reviews the windows build number under the registry key hklm\software\microsoft\windows nt\currentversion.the qid is posted if the vulnerable build number ""14393"" is found on a windows 10 home or pro target.windows 10 enterprise and education editions (versions 1607, 1703, 1709 and 1803) are supported for 30 months from their original release date.",,TRUE
QUALYS105754,QUALYS,EOL/Obsolete Software: IBM WebSphere Application Server 7 and 8 Detected,"ibm websphere application server is designed to facilitate the creation of enterprise web applications.support for ibm websphere application server v7 and v8 ended on april 30, 2018.ibm will no longer release security patches and quality updates.refer toibm websphere application server v7 and v8 end of service noticefor more information.qid detection logic (unauthenticated):this qid matches vulnerable versions in the response it receives by sending a http get request to target or retrieving by the banner information via the giop protocol.qid detection logic (authenticated):operation system: windows and linuxthis qid checks for the vulnerable version of ibm websphere application server using the was.product file on the default installation path.",,TRUE
QUALYS105755,QUALYS,EOL/Obsolete Software: JBoss RichFaces Detected,"the jboss richfaces project is an ui component framework for integrating ajax capabilities into business applications using jsf.a vulnerable version of jboss richfaces was detected on the host. the richfaces project has reached end-of-life in june 2016 and further updates are no longer available.qid detection logic:this unauthenticated qid works in two stages:1. fetches a webpage to match the following text name=""javax.faces.viewstate"" id=""javax.faces.viewstate"" or window.rich_faces_extended_skinning_on=true2. if found, versions are then matched with exposed directory names to detect affected installations.",,TRUE
QUALYS105756,QUALYS,EOL/Obsolete Operating System: FreeBSD 10.1 Detected,"freebsd ended support for freebsd 10.1 on december 31, 2016 and provides no further support for this operating system.qid detection logic (unauthenticated):the detection reviews the os version banner from popular services.",,TRUE
QUALYS105757,QUALYS,EOL/Obsolete Software: pfSense 2.2.x Detected,"pfsense is an open-source firewall/router which based on freebsd. pfsense can be deployed as a  perimeter firewall, router, wireless access point, dhcp server, dns server and vpn endpoint.support for pfsense version 2.2.x has ended.no further bug fixes, enhancements, security updates or technical support is available for this version.qid detection logic (unauthenticated):qid reviews the snmp sysdescr banner on the target",,TRUE
QUALYS105758,QUALYS,EOL/Obsolete Software: Apache Tomcat 8.0.x Detected,"apache tomcat software is a web server.support for apache tomcat 8.0.x is ended or is going to end on june, 30 2018. no further bug fixes, enhancements, security updates or technical support is available for this version.qid detection logic (unauthenticated):checks for apache tomcat version 8.0.x in the http response.qid detection logic (authenticated):operating system: windowsdetection checks for tomcat version from the windows registry and checks for existence of tomcat8.exe file.qid detection logic (authenticated):operating system: linuxthe qid checks for tomcat instances in the running processes. the qid uses unzip command with -p (prints output to stdout) option to extract the version from catalina.jar file.",,TRUE
QUALYS105759,QUALYS,EOL/Obsolete Software: Microsoft Visual Studio 2008 Detected,"microsoft visual studio 2008 has reached product end of life in its support cycle on 04/10/2018.no further bug fixes, enhancements, security updates or technical support is available for this version.qid detection logic (authenticated):this qid looks for the registry keys and files to see if microsoft visual studio is installed or not.",,TRUE
QUALYS105760,QUALYS,EOL/Obsolete Software: CentrifyDC-Samba Package Detected,"old releases of centrifydc have a samba package embedded in.centrify is extending centrifydc-adbindproxy to enable linux and unix computers running centrify server suite to use the stock samba distribution, without any patches to the samba code by centrify. the last version of samba that was patched by centrify was centrifydc-samba 4.5.9, based on samba 3.6.25(eol 2015-03-04).  centrify does not plan to patch any later versions of samba.affected version:all centrifydc versions which shipped with sambaqid detection logic (authenticated):on linux systems, this qid detects vulnerable centrifydc samba from all installed packages.",,TRUE
QUALYS105761,QUALYS,EOL/Obsolete Software: Python 2.6.x Detected,"python is an interpreted high-level programming language for general-purpose programming.python 2.6.x reached end of life in its support cycle on october 29, 2013.since there are no further bug fixes or security updates for python 2.6 series, it's highly recommended to migrate from version 2.6.x to newer supported versions.affected versions:python 2.6.xqid detection logic (authenticated)this checks for vulnerable version of python.",,TRUE
QUALYS105762,QUALYS,EOL/Obsolete Software: IBM Websphere Message Queue (MQ) 7.5 Detected,"ibm websphere mq is message oriented middleware that allows independent and non-concurrent applications on a distributed system to communicate with each other.ibm websphere mq 7.5 reached end of life in its support cycle on april 30,2018.affected versions:ibm websphere mq 7.5qid detection logic (authenticated):operating system: windowsthe qid checks for the registry key ""hklm\software\ibm\mqseries\currentversion"" value ""vrmf"" to see if the system is running a vulnerable version of ibm mq or not.operating system: linuxthe qid executes /opt/mqm/bin/dspmqver -v or /usr/mqm/bin/dspmqver -v to see if the system is running a vulnerable version of ibm mq or not.",,TRUE
QUALYS105763,QUALYS,EOL/Obsolete Software: Microsoft Visual Studio 2005 Detected,"microsoft visual studio 2005 has reached product end of life in its support cycle on 12/4/2016.no further bug fixes, enhancements, security updates or technical support is available for this version.qid detection logic (authenticated):this qid looks for the registry keys and files to see if microsoft visual studio is installed or not.",,TRUE
QUALYS105764,QUALYS,EOL/Obsolete Software: Microsoft SQL Server Compact 3.5 Detected,"sql server compact is a small-footprint, in-process database engine that allows developers to build robust applications for windows desktops and mobile devices.technical support and service pack support for the service pack 2 ended on 4/10/2018.qid detection logic (authenticated):this checks for vulnerable version of sqlceqp35.dll file.",,TRUE
QUALYS105765,QUALYS,EOL/Obsolete Operating System: Ubuntu 17.10 Detected,"ubuntu 17.10(artful) reached end of life on july 19,2018. no further updates, including security updates, are available for ubuntu 17.10.",,TRUE
QUALYS105766,QUALYS,EOL/Obsolete Software: Microsoft Visual C++ 2008 Detected,"the host is running microsoft visual c++ 2008  which is not supported by microsoft anymore.support for microsoft visual c++ 2008  ended on april 10,2018.qid detection logic (authenticated):this qid checks for vulnerable versions of vcexpress.",,TRUE
QUALYS105767,QUALYS,EOL/Obsolete Operating System: VMware ESXi 5.0 / VMware ESXi 5.1 Detected,"vmware esxi 5.0 / vmware esx 5.1 has been detected on the host.support for vmware esxi 5.0 / vmware esx 5.1 ended on august 24, 2018.qid detection logic (unauthenticated):this qid reviews os information from vmware api soap request.",,TRUE
QUALYS105769,QUALYS,EOL/Obsolete Operating System: VMware ESXi 5.5 Detected,"vmware esxi 5.5 has been detected on the host.support for vmware esxi 5.5 ended on september 19, 2018.qid detection logic (unauthenticated):this qid reviews os information from vmware api soap request.",,TRUE
QUALYS105770,QUALYS,EOL/Obsolete Software: Microsoft Sync Framework Detected,"microsoft sync framework is a comprehensive synchronization platform that enables collaboration and offline scenarios for applications, services, and devices.technical support for the microsoft sync framework ended on 01-08-19.note:our detection logic can not distinguish software installed stand alone vs installed as part of another software as dependency. so this qid is a practice check.qid detection logic (authenticated):it checks for vulnerable version of microsoft.synchronization.dll file.",,TRUE
QUALYS105771,QUALYS,EOL/Obsolete Software: Open Java Development Kit (OpenJDK) 6 (1.6) Detected,"java platform, standard edition (java se) lets you develop and deploy java applications on desktops, servers, and embedded environments, while offering user interface, performance, versatility, portability, and security that applications require. java runtime environment (jre) allows you to run java applications and applets. to develop java applications and applets, you need the java development kit (jdk), which includes the jre.starting january 2017, red hat will no longer post updates of openjdk 6 to its public download sites as it has reached end of life support.qid detection logic (authenticated):the signature reviews the java version that is installed on the host.",,TRUE
QUALYS105772,QUALYS,EOL/Obsolete Software: Tripwire Enterprise Agent 8.5.1 Detected,"tripwire enterprise is an enterprise configuration control solution that proactively assesses configurations across the data center to ensure they comply with internal and external policies.  support for tripwire 8.5.1 ended on october 1, 2018.qid detection logicthis qid checks for vulnerable version of tripwire enterprise agent by checking the registry values.",,TRUE
QUALYS105773,QUALYS,EOL/Obsolete Software: Tripwire Enterprise Agent 8.5 Detected,"tripwire enterprise is an enterprise configuration control solution that proactively assesses configurations across the data center to ensure they comply with internal and external policies.  support for tripwire 8.5 ended on july 1,2018.qid detection logicthis qid checks for vulnerable version of tripwire enterprise agent by checking the registry values.",,TRUE
QUALYS105774,QUALYS,EOL/Obsolete Software: Tripwire Enterprise Agent 8.4.x Detected,"tripwire enterprise is an enterprise configuration control solution that proactively assesses configurations across the data center to ensure they comply with internal and external policies.  support for tripwire 8.4.2 ended on april 1,2018.support for tripwire 8.4.1 ended on december 1,2017.support for tripwire 8.4 ended on november 1,2017.qid detection logicthis qid checks for vulnerable version of tripwire enterprise agent by checking the registry values.",,TRUE
QUALYS105775,QUALYS,EOL/Obsolete Software: Tripwire Enterprise Agent 8.3.x Detected,"tripwire enterprise is an enterprise configuration control solution that proactively assesses configurations across the data center to ensure they comply with internal and external policies.  support for tripwire 8.3.x ended on november 1,2016qid detection logic:this qid checks for vulnerable version of tripwire enterprise agent by checking the registry values.",,TRUE
QUALYS105776,QUALYS,EOL/Obsolete Operating System: SUSE Linux Enterprise Server for SAP Applications 12 Service Pack 1 (SP1) Detected,"the host is running suse linux enterprise server for sap applications 12 sp1. general support for suse linux enterprise server for sap applications 12 sp1 ended on 31 may 2018. no further updates, including security updates, are available for suse linux enterprise server for sap applications 12 sp1",,TRUE
QUALYS105777,QUALYS,EOL/Obsolete Software: Microsoft Internet Information Services (IIS) 7.0 Detected,"internet information services (iis, formerly internet information server) is an extensible web server created by microsoft for use with the windows nt family. iis supports http, http/2, https, ftp, ftps, smtp and nntp. it has been an integral part of the windows nt family since windows nt 4.0, though it may be absent from some editions (e.g. windows xp home edition), and is not active by default.affected versions:iis 7.0qid detection logic (authenticated)this checks for vulnerable version of iis in the windows registry path against unsupported windows 2008 and vista operating systems.qid detection logic (unauthenticated)this checks for vulnerable version of iis by checking the banner information.",,TRUE
QUALYS105778,QUALYS,EOL/Obsolete Software: Kubernetes Prior to 1.11 Detected,"kubernetes is an open-source container-orchestration system for automating deployment, scaling and management of containerized applications.kubernetes v1.6.x has reached end of life in its support cycle on december 2017kubernetes v1.7.x has reached end of life in its support cycle on march 2018kubernetes v1.8.x has reached end of life in its support cycle on june 2018kubernetes v1.9.x has reached end of life in its support cycle on september 2018kubernetes v1.10.x has reached end of life in its support cycle on december 2018since there are no further bug fixes or security updates for kubernetes, it is highly recommended to migrate from to newer supported versions.affected versions:v1.6.xv1.7.xv1.8.xv1.9.xv1.10.xqid detection logic: (authenticated)this checks for vulnerable version of kubernetes server and client with the help of kubectl version command.",,TRUE
QUALYS105779,QUALYS,EOL/Obsolete Operating System: Oracle Enterprise Linux 5.x Detected,"support for oracle enterprise linux 5 ended in june 2017. no further bug fixes, enhancements, security updates or technical support is available for this version.qid detection logic (authenticated):the qid check for vulnerable oracle enterprise linux 5.x by checking the /etc/enterprise-release file.",,TRUE
QUALYS105780,QUALYS,EOL/Obsolete Software: Hypertext Preprocessor (PHP) 5.6.x Detected,"php is a general purpose scripting language that is suited for web development and can be embedded in html.php 5.6 series reached end of life in its support cycle on december 31, 2018.since there are no further bug fixes or security updates for php 5.6 series, it's highly recommended to migrate from version 5.6 to newer supported versions.affected versions:php 5.6.x versionsqid detection logic (unauthenticated):this qid looks for php banner to detect affected versions remotely.",,TRUE
QUALYS105782,QUALYS,EOL/Obsolete Software: IBM Lotus Notes 8.0.x or 8.5.x Detected,"ibm lotus notes software is an integrated desktop client for accessing e-mail, calendars and applications on an ibm lotus domino server.support for lotus notes version 8.5.x is eol on 30-sep-2018 and support for lotus notes version 8.0.x is eol on 30-apr-2015.no further bug fixes, enhancements, security updates or technical support is available for this version.  qid detection logic (authenticated):the qid checks the version of ""nlnotes.exe"" file",,TRUE
QUALYS105783,QUALYS,EOL/Obsolete Software: SUSE Linux Enterprise 9 Detected,"support for suse linux enterprise 9 ended on august 31,2011. no further bug fixes, enhancements, security updates or technical support is available for this version.",,TRUE
QUALYS105784,QUALYS,EOL/Obsolete Operating System: Microsoft Windows 10 Version 1703 Detected,"support for windows 10 home / pro version 1703 ended on october 9, 2018.support for windows 10 enterprise / education version 1703 ended on october 8, 2019.microsoft no longer releases security patches and encourages customers to update to a supported version of windows 10 home or windows 10 pro.refer towindows life-cycle fact sheetfor more information.qid detection logic (authenticated):this qid reviews the registry key of the windows operating system.",,TRUE
QUALYS105786,QUALYS,EOL/Obsolete Operating System: FreeBSD 9.3 Detected,"freebsd ended support for freebsd 9.3 on december 31, 2016 and provides no further support for this operating system.qid detection logic (authenticated):the detection reviews the os version through authentication.",,TRUE
QUALYS105788,QUALYS,EOL/Obsolete Operating System: FreeBSD 10.2 Detected,"freebsd ended support for freebsd 10.2 on december 31, 2016 and provides no further support for this operating system.qid detection logic (authenticated):the detection reviews the os version through authentication.",,TRUE
QUALYS105789,QUALYS,EOL/Obsolete Operating System: FreeBSD 10.3 Detected,"freebsd ended support for freebsd 10.3 on april 30, 2018 and provides no further support for this operating system.qid detection logic (authenticated):the detection reviews the os version through authentication.",,TRUE
QUALYS105790,QUALYS,EOL/Obsolete Operating System: FreeBSD 10.4 Detected,"freebsd ended support for freebsd 10.4 on october 31, 2018 and provides no further support for this operating system.qid detection logic (authenticated):the detection reviews the os version through authentication.",,TRUE
QUALYS105791,QUALYS,EOL/Obsolete Operating System: FreeBSD 11.0 Detected,"freebsd ended support for freebsd 11.0 on november 30, 2017 and provides no further support for this operating system.qid detection logic (authenticated):the detection reviews the os version through authentication.",,TRUE
QUALYS105792,QUALYS,EOL/Obsolete Operating System: FreeBSD 11.1 Detected,"freebsd ended support for freebsd 11.1 on september 30, 2018 and provides no further support for this operating system.qid detection logic (authenticated):the detection reviews the os version through authentication.",,TRUE
QUALYS105793,QUALYS,EOL/Obsolete Operating System: Microsoft Windows 7 Detected,"after 10 years, support for windows 7 is coming to an end on january 14, 2020.microsoft will no longer provide security updates or support for pcs running the windows 7 operating system. after this date, this product will no longer receive free:- technical support for any issues- software updates- security updates or fixes- computers running the windows 7 operating system will continue to work even after support ends. however, using unsupported software may increase the risks from viruses and other security threats.affected versions:windows 7qid detection logic (authenticated):this qid reviews the registry key of the windows operating system.",,TRUE
QUALYS105794,QUALYS,EOL/Obsolete Software: Microsoft SQL Server 2005 Express Edition Detected,"microsoft sql server 2005  express edition was detected on the host.technical support for sql server 2005 express edition has ended. no further bug fixes, enhancements, security updates or technical support is available for this release.qid detection logic (authenticated):this qid looks for the registry keys and files to see if microsoft sql server 2005  is installed or not.",,TRUE
QUALYS105796,QUALYS,EOL/Obsolete Software: SharePoint 2007 Detected,"sharepoint is a web-based collaborative platform.sharepoint is primarily sold as a document management and storage system, but the product is highly configurable and usage varies substantially among organizations.the host is running microsoft share point 2007 which is not supported by microsoft anymore.qid detection logic (authenticated):this authenticated qid retrieves the path of microsoft.sharepoint.publishing.dll via the registry to detect vulnerable versions.",,TRUE
QUALYS105797,QUALYS,EOL/Obsolete Operating System: Ubuntu 14.04 Detected,"support for ubuntu 14.04 ended on april 25, 2019. no further updates, including security updates, are available for ubuntu 14.04.ubuntu 14.04 will transition to extended security maintenance (esm).qid detection logic:the qid checks for the vulnerable version of ubuntu.",,TRUE
QUALYS105799,QUALYS,EOL/Obsolete Software: Oracle HTTP Server 10.1.3.x Detected,"support for oracle http server 10.1.3.x is ended.  no further bug fixes, enhancements, security updates or technical support is available for this version.qid detection logic (unauthenticated):this qid checks for oracle http server version from the banner of the http server.qid detection logic (authenticated unix):the qid checks for the output of ""ps"" command to determine the home path and looks for various directories to check for the oracle http server versions installed on that path.qid detection logic (authenticated windows):the qid checks the version by reading the contents of ""registry.xml"" in the home directory of oracle http server.",,TRUE
QUALYS105801,QUALYS,EOL/Obsolete Software: Oracle Java Standard Edition (SE) Java Runtime Environment (JRE) Java Development Kit (JDK) 10 Detected,"java platform, standard edition (java se) lets you develop and deploy java applications on desktops, servers, and embedded environments, while offering user interface, performance, versatility, portability, and security that applications require. java runtime environment (jre) allows you to run java applications and applets. to develop java applications and applets, you need the java development kit (jdk), which includes the jre.starting march 2018, oracle will no longer post updates of java se 10 to its public download sites as it has reached end of life support.qid detection logic (authenticated):the signature reviews the java version that is installed on the host. (e.g. for unix systems, the detection runs the java version command. for windows systems, the detection reviews the windows registry key and file version.)",,TRUE
QUALYS105802,QUALYS,EOL/Obsolete Software: Microsoft SQL Server 2012 Service Pack 3 (SP3) Detected,"microsoft sql server 2012 is a data management system that delivers a fixed set of features, data protection, and performance for embedded applications, lightweight web sites and applications, and local data stores.technical support and service pack support for the service pack 2 ended on oct 09, 2018.qid detection logic (authenticated):this qid looks for the registry keys and files to see if microsoft sql server 2012 sp3  is installed or not.",,TRUE
QUALYS105803,QUALYS,EOL/Obsolete Software: Adobe Shockwave Player 12 Detected,"adobe shockwave is a browser-based multimedia platform for interactive applications and video games.adobe shockwave version 12 is detected on host. effective april 9, 2019, adobe shockwave will be discontinued and the shockwave player for windows will no longer be available for download.qid detection logic:this authenticated qid retrieves the path of adobe shockwave player .dll via the registry to detect vulnerable versions.",,TRUE
QUALYS105804,QUALYS,EOL/Obsolete Software: Atlassian JIRA 7.0.x Detected,"jira is a proprietary issue tracking product, developed by atlassian. it provides bug tracking, issue tracking, and project management functions.jira 7.0.x reached end of life on oct 6, 2017 and is no longer be supported by atlassian.qid detection logic:this unauthenticated qid detects vulnerable versions of atlassian jira based on the information reported via the administration web page.",,TRUE
QUALYS105805,QUALYS,EOL/Obsolete Software: Atlassian JIRA 7.1.x Detected,"jira is a proprietary issue tracking product, developed by atlassian. it provides bug tracking, issue tracking, and project management functions.jira 7.1.x reached end of life on feb 10, 2018 and is no longer be supported by atlassian.qid detection logic:this unauthenticated qid detects vulnerable versions of atlassian jira based on the information reported via the administration web page.",,TRUE
QUALYS105806,QUALYS,EOL/Obsolete Software: Atlassian JIRA 7.2.x Detected,"jira is a proprietary issue tracking product, developed by atlassian. it provides bug tracking, issue tracking, and project management functions.jira 7.2.x reached end of life on aug 23, 2018 and is no longer be supported by atlassian.qid detection logic:this unauthenticated qid detects vulnerable versions of atlassian jira based on the information reported via the administration web page.",,TRUE
QUALYS105807,QUALYS,EOL/Obsolete Software: Atlassian JIRA 7.3.x Detected,"jira is a proprietary issue tracking product, developed by atlassian. it provides bug tracking, issue tracking, and project management functions.jira 7.3.x reached end of life on jan 3, 2019 and is no longer be supported by atlassian.qid detection logic:this unauthenticated qid detects vulnerable versions of atlassian jira based on the information reported via the administration web page.",,TRUE
QUALYS105809,QUALYS,EOL/Obsolete Software: Cisco Adaptive Security Appliance (ASA) 9.1.x Detected,"cisco adaptive security appliance (asa) software is the core operating system that powers the cisco asa family. it delivers enterprise-class firewall capabilities for asa devices in an array of form factors - standalone appliances, blades, and virtual. asa software also integrates with other critical security technologies to deliver comprehensive solutions that meet continuously evolving security needs.  asa and asa-x 9.1.x reached end of life on aug 25, 2017 and is no longer be supported by cisco.qid detection logic (authenticated):the check matches cisco asa version retrieved using ""show version"" command.",,TRUE
QUALYS105812,QUALYS,EOL/Obsolete Software: Exim Message Transfer Agent (MTA) Prior to 4.92 Detected,"exim is a message transfer agent (mta) developed at the university of cambridge for use on unix systems connected to the internet.all versions of exim previous to version 4.92 are now obsolete. exim 4.92 was released on feb 10, 2019.qid detection logic (unauthenticated):the qid checks for the smtp banner to check for eol versions of exim.qid detection logic (authenticated):the qid detects eol versions of exim by running command ""exim --version"".",,TRUE
QUALYS105813,QUALYS,EOL/Obsolete Software: Microsoft Visual SourceSafe 2005 Detected,"microsoft visual sourcesafe 2005 has reached product end of life in its support cycle on 7/11/2017.no further bug fixes, enhancements, security updates or technical support is available for this version.qid detection logic (authenticated):this qid looks for the registry keys and files to see if microsoft visual sourcesafe is installed or not.",,TRUE
QUALYS105814,QUALYS,EOL/Obsolete Operating System: Ubuntu 18.10 Detected,"support for ubuntu 18.10 ended on july 18, 2019. no further updates, including security updates, are available for ubuntu 18.10.qid detection logic:the qid checks for the vulnerable version of ubuntu.",,TRUE
QUALYS105815,QUALYS,Deprecated Powershell Version on Microsoft Windows 10 Detected,"powershell (including windows powershell and powershell core) is a task automation and configuration management framework from microsoft, consisting of a command-line shell and associated scripting language built on the .net framework.affected version:powershell 2.0 on windows 10 fall creators updateqid detection logic:(authenticated)it checks for powershellversion  from registry in windows.  note: this qid is deprecated based on following information: after careful review and discussion with microsoft it was concluded that while powershell 2.0 is deprecated in windows 10 fall creators update, it is still a supported technology. as a supported technology, powershell 2.0 would continue to receive security updates like any other supported technology by microsoft. also currently there are no specific timelines available for powershell 2.0 eol.  while it is encouraged to move to newer versions of powershell, wherever possible, by itself this cannot be considered a vulnerability. considering this, qid 105815 would be marked as deprecated on august 30th, 2019 with vulnerability signatures version vulnsigs-2.4.689-4. once the qid 105815 is deprecated, it would close this vulnerability on any hosts that reported it.",,TRUE
QUALYS105816,QUALYS,EOL/Obsolete Software: Microsoft SQL Server 2014 Service Pack 1 (SP1) Detected,"microsoft sql server 2014 is a data management system that delivers a fixed set of features, data protection, and performance for embedded applications, lightweight web sites and applications, and local data stores.technical support and service pack support for  sql server 2014  sp1 ended on 10-10-2017qid detection logic (authenticated):this qid looks for the registry keys and files to see if microsoft sql server 2014 sp1  is installed or not.",,TRUE
QUALYS105817,QUALYS,EOL/Obsolete Operating System: Microsoft Windows 10 Home/Pro Version 1709 Detected,"support for windows 10 home / pro version 1709 ended on april 9, 2019.microsoft no longer releases security patches and encourages customers to update to a supported version of windows 10 home / pro version 1709.refer towindows life-cycle fact sheetfor more information.qid detection logic (authenticated):this qid reviews the registry key of the windows operating system.",,TRUE
QUALYS105818,QUALYS,EOL/Obsolete Software: Microsoft SQL Server 2008 Service Pack 4 (SP4) Detected,"microsoft sql server 2008 is a data management system that delivers a fixed set of features, data protection, and performance for embedded applications, lightweight web sites and applications, and local data stores.technical support and service pack support for the service pack 4 ended on 9th july 2019.qid detection logic (authenticated):this qid looks for the registry keys and files to see if microsoft sql server 2008 with sp4 is installed or not.",,TRUE
QUALYS105819,QUALYS,EOL/Obsolete Software: PostgreSQL Prior to 9.4 Detected,"postgresql, often simply postgres, is an object-relational database management system (ordbms).postgresql prior to version 9.4 is end of life.qid detection logic:(authenticated)this qid posts the version of postgresql by checking file version of postgres.exe on windows and by sending psql version command on linux.",,TRUE
QUALYS105820,QUALYS,EOL/Obsolete Software: MySQL 5.5.x Detected,"mysql version 5.5 is detected on the host.product support for mysql 5.5 ended in december 2018. no further bug fixes, enhancements, security updates or technical support will be available for this release.qid detection logic:this unauthenticated qid flags vulnerable installations based on the version reported by the mysql service.",,TRUE
QUALYS105821,QUALYS,EOL/Obsolete Software: SAP GUI 7.30 to 7.40 Detected,sap gui 7.30  to 7.40 is detected on host.sap gui for windows 7.40 will be out of support by 30th of june 2018.qid detection logic:qid 105821 checks for the vulnerable version of sapguiserver.exe,,TRUE
QUALYS105822,QUALYS,EOL/Obsolete Software: Red Hat Ansible Tower Prior to 3.3 Detected,"ansible tower by red hat helps you scale it automation, manage complex deployments and speed productivity.red hat ansible tower detected prior to version 3.3 is end of life after 2nd april 2019.qid detection logic:(un-authenticated)this checks for vulnerable version of ansible tower.",,TRUE
QUALYS105823,QUALYS,EOL/Obsolete Operating System: OpenSUSE 11.4 Detected,"support for opensuse 11.4 ended on november 5,2012. no further bug fixes, enhancements, security updates or technical support is available for this version.",,TRUE
QUALYS105824,QUALYS,EOL/Obsolete Operating System: OpenSUSE 12.1 Detected,"support for opensuse 12.1 ended on may 15,2013. no further bug fixes, enhancements, security updates or technical support is available for this version.",,TRUE
QUALYS105825,QUALYS,EOL/Obsolete Operating System: OpenSUSE 12.2 Detected,"support for opensuse 12.2 ended on january 15,2014. no further bug fixes, enhancements, security updates or technical support is available for this version.",,TRUE
QUALYS105826,QUALYS,EOL/Obsolete Operating System: OpenSUSE 12.3 Detected,"support for opensuse 12.3 ended on january 29,2015. no further bug fixes, enhancements, security updates or technical support is available for this version.",,TRUE
QUALYS105827,QUALYS,EOL/Obsolete Operating System: OpenSUSE 13.1 Detected,"support for opensuse 13.1 ended on february 3,2016. no further bug fixes, enhancements, security updates or technical support is available for this version.",,TRUE
QUALYS105828,QUALYS,EOL/Obsolete Operating System: OpenSUSE 13.2 Detected,"support for opensuse 13.2 ended on january 17,2017. no further bug fixes, enhancements, security updates or technical support is available for this version.",,TRUE
